dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split,distorted_path_original,group_B,EA_tsne_x,EA_tsne_y,EH_tsne_x,EH_tsne_y
KADID-10k,I28_12_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_12_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise in color component,,4.0,2.67,val,/data/projectwork/swati_mam/kadid10k/images/I28_12_04.png,noise,10.8851385,-2.7796657,-41.160595,2.890414
KADID-10k,I28_12_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_12_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,White noise in color component,,5.0,2.5,val,/data/projectwork/swati_mam/kadid10k/images/I28_12_05.png,noise,11.1439705,-3.2556798,-41.129745,2.0108466
KADID-10k,I28_13_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_13_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Impulse noise,,1.0,3.13,val,/data/projectwork/swati_mam/kadid10k/images/I28_13_01.png,noise,9.001452,2.4722326,-47.488434,14.820183
KADID-10k,I28_13_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_13_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Impulse noise,,2.0,2.83,val,/data/projectwork/swati_mam/kadid10k/images/I28_13_02.png,noise,10.2813635,1.3697842,-46.30079,12.430963
KADID-10k,I28_13_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_13_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Impulse noise,,3.0,2.6,val,/data/projectwork/swati_mam/kadid10k/images/I28_13_03.png,noise,11.170262,0.24062653,-42.38032,7.036771
KADID-10k,I28_13_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_13_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Impulse noise,,4.0,1.97,val,/data/projectwork/swati_mam/kadid10k/images/I28_13_04.png,noise,11.840777,-1.5992032,-41.24261,3.5141408
KADID-10k,I28_13_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_13_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Impulse noise,,5.0,2.17,val,/data/projectwork/swati_mam/kadid10k/images/I28_13_05.png,noise,12.254383,-2.4400508,-41.237453,0.12512372
KADID-10k,I28_14_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_14_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Multiplicative noise,,1.0,4.57,val,/data/projectwork/swati_mam/kadid10k/images/I28_14_01.png,noise,9.358886,1.8970118,-48.24443,14.924279
KADID-10k,I28_14_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_14_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Multiplicative noise,,2.0,3.97,val,/data/projectwork/swati_mam/kadid10k/images/I28_14_02.png,noise,10.961527,-0.25709665,-46.966225,12.727457
KADID-10k,I28_14_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_14_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Multiplicative noise,,3.0,3.37,val,/data/projectwork/swati_mam/kadid10k/images/I28_14_03.png,noise,11.2556,-1.3538463,-45.035034,10.619383
KADID-10k,I28_14_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_14_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Multiplicative noise,,4.0,2.73,val,/data/projectwork/swati_mam/kadid10k/images/I28_14_04.png,noise,11.604109,-2.3717976,-43.81517,8.902673
KADID-10k,I28_14_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_14_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Multiplicative noise,,5.0,2.43,val,/data/projectwork/swati_mam/kadid10k/images/I28_14_05.png,noise,12.572406,-3.8663032,-40.76839,3.6162412
KADID-10k,I28_15_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_15_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Denoise,,1.0,3.53,val,/data/projectwork/swati_mam/kadid10k/images/I28_15_01.png,noise,-0.63551944,8.084956,-45.666225,11.898517
KADID-10k,I28_15_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_15_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Denoise,,2.0,3.13,val,/data/projectwork/swati_mam/kadid10k/images/I28_15_02.png,noise,-8.302896,10.139553,-45.65011,11.692667
KADID-10k,I28_15_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_15_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Denoise,,3.0,2.27,val,/data/projectwork/swati_mam/kadid10k/images/I28_15_03.png,noise,-9.171219,10.464248,-43.8675,9.880983
KADID-10k,I28_15_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_15_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Denoise,,4.0,1.77,val,/data/projectwork/swati_mam/kadid10k/images/I28_15_04.png,noise,-15.530045,10.179655,-43.054016,8.541503
KADID-10k,I28_15_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_15_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Denoise,,5.0,1.57,val,/data/projectwork/swati_mam/kadid10k/images/I28_15_05.png,noise,-18.503397,10.443183,-42.883156,9.520225
KADID-10k,I28_16_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_16_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Brighten,,1.0,4.63,val,/data/projectwork/swati_mam/kadid10k/images/I28_16_01.png,other,11.235855,2.1073565,-47.72043,14.519894
KADID-10k,I28_16_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_16_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Brighten,,2.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I28_16_02.png,other,13.065977,0.13912885,-47.212936,13.458136
KADID-10k,I28_16_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_16_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Brighten,,3.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_16_03.png,other,15.332671,-1.8656257,-45.302437,11.028473
KADID-10k,I28_16_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_16_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Brighten,,4.0,3.1,val,/data/projectwork/swati_mam/kadid10k/images/I28_16_04.png,other,17.420757,-4.7549057,-43.54176,7.1338706
KADID-10k,I28_16_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_16_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Brighten,,5.0,2.3,val,/data/projectwork/swati_mam/kadid10k/images/I28_16_05.png,other,17.214912,-5.5116434,-43.30123,4.368583
KADID-10k,I28_17_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_17_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Darken,,1.0,4.77,val,/data/projectwork/swati_mam/kadid10k/images/I28_17_01.png,other,8.991317,4.1611648,-48.056583,16.401083
KADID-10k,I28_17_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_17_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Darken,,2.0,4.57,val,/data/projectwork/swati_mam/kadid10k/images/I28_17_02.png,other,8.983988,4.933354,-48.213737,16.877972
KADID-10k,I28_17_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_17_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Darken,,3.0,4.2,val,/data/projectwork/swati_mam/kadid10k/images/I28_17_03.png,other,11.363949,8.113472,-48.410316,17.623116
KADID-10k,I28_17_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_17_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Darken,,4.0,3.53,val,/data/projectwork/swati_mam/kadid10k/images/I28_17_04.png,other,15.660211,9.1589775,-48.55062,12.88599
KADID-10k,I28_17_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_17_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Darken,,5.0,2.0,val,/data/projectwork/swati_mam/kadid10k/images/I28_17_05.png,other,35.903545,-6.6728597,-44.46786,7.266305
KADID-10k,I28_18_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_18_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Mean shift,,1.0,4.37,val,/data/projectwork/swati_mam/kadid10k/images/I28_18_01.png,other,18.630682,-1.6043617,-48.026733,13.7364
KADID-10k,I28_18_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_18_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Mean shift,,2.0,4.6,val,/data/projectwork/swati_mam/kadid10k/images/I28_18_02.png,other,17.178452,-0.35866046,-48.09342,14.940005
KADID-10k,I28_18_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_18_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Mean shift,,3.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_18_03.png,other,8.686751,2.861286,-47.932137,15.78127
KADID-10k,I28_18_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_18_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Mean shift,,4.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I28_18_04.png,other,20.37144,1.4094763,-43.055424,6.12319
KADID-10k,I28_18_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_18_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Mean shift,,5.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_18_05.png,other,21.374899,0.72764975,-43.72909,5.161837
KADID-10k,I28_19_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Jitter,,1.0,4.5,val,/data/projectwork/swati_mam/kadid10k/images/I28_19_01.png,other,1.4043554,7.357108,-46.67135,14.057239
KADID-10k,I28_19_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Jitter,,2.0,4.43,val,/data/projectwork/swati_mam/kadid10k/images/I28_19_02.png,other,-0.369769,7.9756503,-46.41979,13.533145
KADID-10k,I28_19_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Jitter,,3.0,3.77,val,/data/projectwork/swati_mam/kadid10k/images/I28_19_03.png,other,-15.502323,10.369795,-44.007504,10.283666
KADID-10k,I28_19_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Jitter,,4.0,2.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_19_04.png,other,-28.425104,12.455965,-41.930878,7.8687515
KADID-10k,I28_19_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Jitter,,5.0,1.53,val,/data/projectwork/swati_mam/kadid10k/images/I28_19_05.png,other,-41.98439,14.139555,-42.24907,3.6168637
KADID-10k,I28_20_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Non-eccentricity patch,,1.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_20_01.png,other,9.717618,2.8578677,-47.640747,16.615236
KADID-10k,I28_20_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Non-eccentricity patch,,2.0,3.5,val,/data/projectwork/swati_mam/kadid10k/images/I28_20_02.png,other,9.774797,3.2207139,-47.47619,17.046232
KADID-10k,I28_20_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Non-eccentricity patch,,3.0,3.37,val,/data/projectwork/swati_mam/kadid10k/images/I28_20_03.png,other,9.133571,2.367326,-48.602776,16.75877
KADID-10k,I28_20_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Non-eccentricity patch,,4.0,3.13,val,/data/projectwork/swati_mam/kadid10k/images/I28_20_04.png,other,9.9076805,2.911682,-47.525833,17.639603
KADID-10k,I28_20_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Non-eccentricity patch,,5.0,2.93,val,/data/projectwork/swati_mam/kadid10k/images/I28_20_05.png,other,9.940919,2.4206276,-46.518993,16.595726
KADID-10k,I28_21_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Pixelate,,1.0,4.0,val,/data/projectwork/swati_mam/kadid10k/images/I28_21_01.png,other,7.745692,2.9847953,-49.27677,15.781871
KADID-10k,I28_21_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Pixelate,,2.0,3.57,val,/data/projectwork/swati_mam/kadid10k/images/I28_21_02.png,other,6.8710136,3.2607315,-48.555794,15.771668
KADID-10k,I28_21_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Pixelate,,3.0,3.23,val,/data/projectwork/swati_mam/kadid10k/images/I28_21_03.png,other,4.8449364,4.7936587,-49.650238,14.598219
KADID-10k,I28_21_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Pixelate,,4.0,3.07,val,/data/projectwork/swati_mam/kadid10k/images/I28_21_04.png,other,4.6796117,4.8407946,-49.850605,14.784909
KADID-10k,I28_21_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Pixelate,,5.0,1.77,val,/data/projectwork/swati_mam/kadid10k/images/I28_21_05.png,other,2.867754,5.0817537,-43.90828,14.378912
KADID-10k,I28_22_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Quantization,,1.0,4.2,val,/data/projectwork/swati_mam/kadid10k/images/I28_22_01.png,other,12.970944,1.6087654,-41.744904,5.730661
KADID-10k,I28_22_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Quantization,,2.0,3.53,val,/data/projectwork/swati_mam/kadid10k/images/I28_22_02.png,other,13.973538,1.3735019,-41.38262,4.715652
KADID-10k,I28_22_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Quantization,,3.0,3.67,val,/data/projectwork/swati_mam/kadid10k/images/I28_22_03.png,other,15.479037,1.0488309,-41.31775,4.610587
KADID-10k,I28_22_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Quantization,,4.0,2.93,val,/data/projectwork/swati_mam/kadid10k/images/I28_22_04.png,other,16.023571,0.75634485,-41.3435,4.3583245
KADID-10k,I28_22_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Quantization,,5.0,2.3,val,/data/projectwork/swati_mam/kadid10k/images/I28_22_05.png,other,17.499,-1.6982442,-41.10619,4.0405397
KADID-10k,I28_23_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color block,,1.0,3.3,val,/data/projectwork/swati_mam/kadid10k/images/I28_23_01.png,other,9.145745,3.4218671,-47.932137,15.78127
KADID-10k,I28_23_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color block,,2.0,2.03,val,/data/projectwork/swati_mam/kadid10k/images/I28_23_02.png,other,9.337336,2.7213795,-48.312416,15.847212
KADID-10k,I28_23_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color block,,3.0,2.69,val,/data/projectwork/swati_mam/kadid10k/images/I28_23_03.png,other,9.434488,3.3479211,-48.649456,18.678286
KADID-10k,I28_23_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color block,,4.0,2.27,val,/data/projectwork/swati_mam/kadid10k/images/I28_23_04.png,other,8.417578,4.3944836,-47.012016,16.18773
KADID-10k,I28_23_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Color block,,5.0,2.03,val,/data/projectwork/swati_mam/kadid10k/images/I28_23_05.png,other,7.2365484,3.6608047,-48.48692,18.723774
KADID-10k,I28_24_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,High sharpen,,1.0,4.2,val,/data/projectwork/swati_mam/kadid10k/images/I28_24_01.png,HF/sharpen,35.054058,-1.6469966,-51.14072,18.042847
KADID-10k,I28_24_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,High sharpen,,2.0,3.0,val,/data/projectwork/swati_mam/kadid10k/images/I28_24_02.png,HF/sharpen,39.70583,2.040358,-51.26743,18.03269
KADID-10k,I28_24_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,High sharpen,,3.0,2.87,val,/data/projectwork/swati_mam/kadid10k/images/I28_24_03.png,HF/sharpen,42.18321,4.344548,-51.322792,18.01505
KADID-10k,I28_24_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,High sharpen,,4.0,2.13,val,/data/projectwork/swati_mam/kadid10k/images/I28_24_04.png,HF/sharpen,47.631157,11.540118,-51.42272,17.954971
KADID-10k,I28_24_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,High sharpen,,5.0,1.6,val,/data/projectwork/swati_mam/kadid10k/images/I28_24_05.png,HF/sharpen,64.625626,15.298817,-51.502926,17.89536
KADID-10k,I28_25_01,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Contrast change,,1.0,3.48,val,/data/projectwork/swati_mam/kadid10k/images/I28_25_01.png,other,35.36353,-0.018505769,-43.91585,5.0590706
KADID-10k,I28_25_02,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Contrast change,,2.0,4.13,val,/data/projectwork/swati_mam/kadid10k/images/I28_25_02.png,other,33.433952,-1.5969917,-43.981434,6.9773717
KADID-10k,I28_25_03,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Contrast change,,3.0,4.43,val,/data/projectwork/swati_mam/kadid10k/images/I28_25_03.png,other,19.68243,-0.5032544,-49.29365,13.97495
KADID-10k,I28_25_04,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Contrast change,,4.0,4.4,val,/data/projectwork/swati_mam/kadid10k/images/I28_25_04.png,other,-0.9360403,8.120146,-45.02708,15.452068
KADID-10k,I28_25_05,I28,/data/projectwork/swati_mam/new model data/kadid10k/images/I28_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I28.png,Contrast change,,5.0,3.73,val,/data/projectwork/swati_mam/kadid10k/images/I28_25_05.png,other,-15.4584465,9.279871,-43.86052,14.677683
KADID-10k,I30_01_01,I30,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I30.png,Gaussian blur,,1.0,4.6,val,/data/projectwork/swati_mam/kadid10k/images/I30_01_01.png,blur,-30.122204,-40.999405,-32.78511,-26.037216
KADID-10k,I30_01_02,I30,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I30.png,Gaussian blur,,2.0,4.6,val,/data/projectwork/swati_mam/kadid10k/images/I30_01_02.png,blur,-30.782625,-42.807854,-31.89945,-25.238321
KADID-10k,I30_01_03,I30,/data/projectwork/swati_mam/new model data/kadid10k/images/I30_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I30.png,Gaussian blur,,3.0,3.93,val,/data/projectwork/swati_mam/kadid10k/images/I30_01_03.png,blur,-31.62558,-44.5771,-30.798868,-21.86976
